ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_1183,CITRUS RETICULATA PEEL EXTRACT,701476,1_4,1,4,"Peel extract from any species/subspecies with accepted scientific name of Citrus reticulata, including tangerine (C. reticulata blanco), mandarin (C. nobilis), satsuma (C. unshiu), C. depressa, and C. aurantium tachibana.",LOW,LOW,LOW,HIGH
I_1184,AGAVE TEQUILANA LEAF EXTRACT,716443,1,1,1,"Agave Tequilana Leaf Extract is an extract of the leaf of the blue agave, Agave tequilana.",LOW,LOW,LOW,LOW
I_1185,BIXA ORELLANA (ANNATTO) SEED EXTRACT,717015,1,1,1,Bixa Orellana Seed Extract is an extract of the seeds of Bixa orellana.,LOW,LOW,LOW,LOW
I_1186,POLYQUATERNIUM-39,705114,1_2,1,2,"Polyquaternium-39 is a polymeric quaternary ammonium salt of acrylic acid, diallyl dimethylammonium chloride and acrylamide.",LOW,LOW,LOW,MODERATE
I_1187,ASPALATHUS LINEARIS (ROOIBOS) EXTRACT,716799,1,1,1,"Aspalathus Linearis Extract is an extract of the whole plant, Aspalathus linearis.",LOW,LOW,LOW,LOW
I_1188,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,700381,1,1,1,Ammonium Polyacryloyldimethyl Taurate is a polymer.,LOW,LOW,LOW,LOW
I_1189,GELLIDIELA ACEROSA EXTRACT,719173,1,1,1,"Gellidiela Acerosa Extract is an extract of the red alga, Gellidiela acerosa.",LOW,LOW,LOW,LOW
I_1190,CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL,862618,3_4,3,4,,LOW,HIGH,LOW,MODERATE
I_1191,DIBUTYL LAUROYL GLUTAMIDE,701928,1,1,1,Dibutyl Lauroyl Glutamide is a substituted glutamic acid diamide.,LOW,LOW,LOW,LOW
I_1192,QUILLAJA SAPONARIA (SOAPBARK) BARK EXTRACT,705511,1,1,1,"Quillaja Saponaria Bark Extract is an extract of the bark of the quillaja, Quillaja saponaria.",LOW,LOW,LOW,LOW
I_1193,SACCHAROMYCES/ FERMENT FILTRATE,705723,1,1,1,Saccharomyces Ferment Filtrate is a filtrate of the fermentation product of Saccharomyces.,LOW,LOW,LOW,LOW
I_1194,CETETH-10 PHOSPHATE,701250,1_3,1,3,Ceteth-10 Phosphate is a complex mixture of esters of phosphoric acid and Ceteth-10 (q.v.).,LOW,LOW,LOW,LOW
I_1195,ALTEROMONAS FERMENT EXTRACT,700303,1,1,1,Alteromonas Ferment Extract is an extract of the fermentation product of Alteromonasmacleodii.,LOW,LOW,LOW,LOW
I_1196,D&C Red No. 17 (CI 26100),701786,2_6,2,6,Red 17 is classed chemically as a disazo color.,LOW,LOW,LOW,HIGH
I_1197,C15-19 ALKANE,717258,1_3,1,3,C15-19 Alkane is a mixture of alkanes with 15 to 19 carbon atoms in the alkyl chain.,LOW,LOW,LOW,HIGH
I_1198,"10-Undecenoic acid, heptyl ester",860925,1,1,1,,LOW,LOW,LOW,LOW
I_1199,CETETH-20,701251,1_3,1,3,Ceteth-20 is a polyethylene glycol ether of Cetyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_1200,HYDROGENATED ETHYLHEXYL OLIVATE,719582,1,1,1,Hydrogenated Ethylhexyl Olivate is a mixture of esters produced by the reaction ofethylhexanol and Hydrogenated Olive Oil (q.v.).,LOW,LOW,LOW,LOW
I_1201,POLYQUATERNIUM-51,705120,1,1,1,Polyquaternium-51 is a polymeric quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_1202,POLYLACTIC ACID,729937,1,1,1,,LOW,LOW,LOW,LOW
I_1203,GLYCINE SOJA PROTEIN,702693,1,1,1,"Glycine Soja (Soybean) Protein is a protein obtained from the soybean, Glycine soja.",LOW,LOW,LOW,LOW
I_1204,LYSINE HYDROCHLORIDE,703653,1,1,1,Lysine HCl is an amine salt.,LOW,LOW,LOW,LOW
I_1205,CYMBOPOGON SCHOENANTHUS OIL,718185,4,4,4,Cymbopogon Schoenanthus Oil is a volatile oil obtained by the steam distillation of freshCymbopogon schoenanthus grasses.,LOW,HIGH,LOW,LOW
I_1206,METHYL HYDROGENATED ROSINATE,703903,2,2,2,Methyl Hydrogenated Rosinate is an ester of methyl alcohol and the hydrogenated alicyclicacids derived from rosin.,LOW,LOW,LOW,LOW
I_1207,CERAMIDE AP,862917,1,1,1,,LOW,LOW,LOW,LOW
I_1208,CETYL LACTATE,701272,1_4,1,4,Cetyl Lactate is an ester of cetyl alcohol and lactic acid.,LOW,LOW,LOW,HIGH
I_1209,TOSYLAMIDE/ EPOXY RESIN,706586,1,1,1,"Tosylamide/Epoxy Resin is a toluenesulfonamide of the condensation product of4, 4'-Isopropylidenediphenol/Epichlorohydrin Copolymer (q.v.), also known as the epoxy resin.",LOW,LOW,LOW,LOW
I_1210,ZINC RICINOLEATE,707075,1,1,1,Zinc Ricinoleate is a zinc salt of Ricinoleic Acid (q.v.).,LOW,LOW,LOW,LOW
I_1211,QUATERNIUM-91,723221,1,1,1,Quaternium-91 is a quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_1212,INOSITOL,703124,1,1,1,Inositol is a cyclic polyol.,LOW,LOW,LOW,LOW
I_1213,ALUMINUM BENZOATE,716545,1,1,1,Aluminum Benzoate is an aluminum salt of Benzoic Acid (q.v.).,LOW,LOW,LOW,LOW
I_1214,MANDELIC ACID,703735,1,1,1,Mandelic Acid is an <a href='/ingredient.php?ingred06=700291'>alpha hydroxy acid</a>.,LOW,LOW,LOW,LOW
I_1215,NIGELLA SATIVA (BLACK CUMIN) SEED OIL,720934,1,1,1,Nigella Sativa Seed Oil is an oil expressed from the seeds of Nigella sativa.,LOW,LOW,LOW,LOW
I_1216,PEG/ PPG-17/ 6 COPOLYMER,704702,3,3,3,PEG/PPG-17/6 Copolymer is a random copolymer produced by the interaction of anaverage of 17 moles of ethylene oxide with 6 moles of propylene oxide.,LOW,LOW,LOW,LOW
I_1217,CALENDULA OFFICINALIS (POT MARIGOLD),700986,1,1,1,,LOW,LOW,LOW,LOW
I_1218,HYDROLYZED ELASTIN,702986,1,1,1,,LOW,LOW,LOW,LOW
I_1219,CAPRYLIC/ CAPRIC/ MYRISTIC/ STEARIC TRIGLYCERIDE,701060,1,1,1,"Caprylic/Capric/Myristic/Stearic Triglyceride is a mixed triester of glycerin with caprylic, capric, myristic and stearic acids.",LOW,LOW,LOW,LOW
I_1220,POLYQUATERNIUM-22,705107,1,1,1,Polyquaternium-22 is a synthetic polymer composed of acrylic acid and diallyldimethylammonium chloride.,LOW,LOW,LOW,LOW
I_1221,CALOPHYLLUM INOPHYLLUM (ALEXANDRIAN LAUREL) SEED OIL,701006,1,1,1,Calophyllum Inophyllum Seed Oil is a fixed oil expressed from the seeds of Calophylluminophyllum.,LOW,LOW,LOW,LOW
I_1222,HIPPOPHAE RHAMNOIDES (SEA BUCKTHORN) EXTRACT,702862,1,1,1,"Hippophae Rhamnoides Extract is an extract of the whole plant, Hippophae rhamnoides.",LOW,LOW,LOW,LOW
I_1223,SODIUM CARRAGEENAN,706018,1,1,1,Sodium Carrageenan is the sodium salt of Carrageenan (q.v.),LOW,LOW,LOW,LOW
I_1224,D&C Green No. 6 (CI 61565),701774,2_4,2,4,Green 6 is classed chemically as an anthraquinone color.,MODERATE,LOW,LOW,HIGH
I_1225,TRICAPRYLIN,706616,1,1,1,Tricaprylin is a triester of glycerin and caprylic acid.,LOW,LOW,LOW,LOW
I_1226,NYMPHAEA ODORATA (FRAGRANT WATER LILY) ROOT EXTRACT,704169,1,1,1,"Nymphaea Odorata Root Extract is an extract of the roots of the water lily, Nymphaea odorata.",LOW,LOW,LOW,LOW
I_1227,SALVIA OFFICINALIS (SAGE),705761,1,1,1,,LOW,LOW,LOW,LOW
I_1228,CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL,717663,2,2,2,Chamomilla Recutita (Matricaria) Flower Oil is a volatile oil distilled from the dried flowerheads of Matricaria recutita.,LOW,LOW,LOW,LOW
I_1229,STANNOUS FLUORIDE,724117,1_2,1,2,"Stannous Fluoride is an inorganic salt. In the United States, Stannous Fluoride may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name is Stannous Fluoride.",LOW,LOW,LOW,MODERATE
I_1230,TARAXACUM OFFICINALE (DANDELION) EXTRACT,724364,1,1,1,"Taraxacum Officinale (Dandelion) Extract is an extract of the rhizomes and roots of thedandelion, Taraxacum officinale.",LOW,LOW,LOW,LOW
I_1231,Malus Domestica Fruit Cell Culture,861587,1,1,1,,LOW,LOW,LOW,LOW
I_1232,COCOA,725343,1,1,1,,LOW,LOW,LOW,LOW
I_1233,HEXADECENE,719461,1,1,1,Hexadecene is a hydrocarbon.,LOW,LOW,LOW,LOW
I_1234,ERYTHORBIC ACID,702274,1,1,1,Erythorbic Acid is an isomer (structurally related molecule) of ascorbic acid (Vitamin C).,LOW,LOW,LOW,LOW
I_1235,VITAMIN B5,706895,1,1,1,Pantothenic Acid is an organic acid.,LOW,LOW,LOW,LOW
I_1236,CAESALPINIA SPINOSA GUM,717339,1,1,1,Caesalpinia Spinosa Gum is a material derived from the endosperm of Caesalpinia spinosa.,LOW,LOW,LOW,LOW
I_1237,ZINC SULFATE,707077,3_6,3,6,Zinc Sulfate is an inorganic salt.,LOW,LOW,LOW,HIGH
I_1238,ADANSONIA DIGITATA OIL,716413,1,1,1,"Adansonia Digitata Oil is a fixed oil obtained from the plant, Adansonia digitata.",LOW,LOW,LOW,LOW
I_1239,PEG/ PPG-17/ 18 DIMETHICONE,704701,3,3,3,PEG/PPG-17/18 Dimethicone is an alkoxylated derivative of Dimethicone (q.v.) containing anaverage of 17 moles of ethylene oxide and 18 moles of propylene oxide.,LOW,LOW,LOW,LOW
I_1240,DIPHENYL DIMETHICONE,702117,1,1,1,Diphenyl Dimethicone is a siloxane polymer.,LOW,LOW,LOW,LOW
I_1241,ISOMALT,719950,1,1,1,Isomalt is a mixture of polysaccharides produced by the enzymatic rearrangement of sucrose.It consists chiefly of 1-O-a -D-glucopyranosyl-d-mannitol dihydrate and 6-O-a -D-glucopyranosyl-D-sorbitol.,LOW,LOW,LOW,LOW
I_1242,DECYLENE GLYCOL,718277,1,1,1,,LOW,LOW,LOW,LOW
I_1243,CHOLECALCIFEROL,701330,5,5,5,,LOW,LOW,LOW,HIGH
I_1244,C12-16 ALCOHOLS,700905,1,1,1,C12-16 Alcohols is a mixture of synthetic fatty alcohols with 12 to 16 carbons in the alkylchain.,LOW,LOW,LOW,LOW
I_1245,PHTHALIC ANHYDRIDE/ TRIMELLITIC ANHYDRIDE/ GLYCOLS COPOLYMER,704841,1,1,1,"Phthalic Anhydride/Trimellitic Anhydride/Glycols Copolymer is a copolymer of phthalicanhydride, trimellitic anhydride, ethylene glycol, and neopentyl glycol monomers.",LOW,LOW,LOW,LOW
I_1246,SACCHARINA JAPONICA EXTRACT,720185,1,1,1,"Extracts from Saccharina japonica, which include INCI names Laminaria Japonica Extract and Laminaria Ochroleuca Extract.",LOW,LOW,LOW,LOW
I_1247,HYDROGENATED PALM OIL,702939,2,2,2,Hydrogenated Palm Oil is an end product of controlled hydrogenation of Elaeis Guineensis(Palm) Oil (q.v.).,LOW,LOW,LOW,LOW
I_1248,ALBIZIA JULIBRISSIN BARK EXTRACT,716493,1,1,1,Albizia Julibrissin Bark Extract is an extract of the bark of Albizia julibrissin.,LOW,LOW,LOW,LOW
I_1249,COFFEA ARABICA (ARABIAN COFFEE) SEED OIL,701596,1,1,1,Coffea Arabica (Coffee) Seed Oil is an oil obtained from the beans of Coffea arabica.,LOW,LOW,LOW,LOW
I_1250,ERYTHRULOSE,702275,1,1,1,,LOW,LOW,LOW,LOW
I_1251,PLUKENETIA VOLUBILIS SEED OIL,726738,1,1,1,,LOW,LOW,LOW,LOW
I_1252,TALLOW FATTY ACID,706430,1,1,1,Tallow Acid is a mixture of fatty acids derived from Tallow (q.v.).,LOW,LOW,LOW,LOW
I_1253,ARGININE HYDROCHLORIDE,700507,1,1,1,Arginine HCl is an amino acid salt.,LOW,LOW,LOW,LOW
I_1254,2-METHYLRESORCINOL,700027,5,5,5,Ingredient used in hair color and bleaching products.,LOW,MODERATE,LOW,HIGH
I_1255,BETA VULGARIS (COMMON BEET) ROOT EXTRACT,700718,1,1,1,"Beta Vulgaris (Beet) Root Extract is an extract of the roots of the beet, Beta vulgaris.",LOW,LOW,LOW,LOW
I_1256,PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) FRUIT EXTRACT,723094,1,1,1,"Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract is an extract of the fruit of the sweetalmond, Prunus amygdalus dulcis.",LOW,LOW,LOW,LOW
I_1257,SUPEROXIDE DISMUTASE,706393,1,1,1,Superoxide Dismutase is a mixture of metaloenzymes found in aerobic cells.,LOW,LOW,LOW,LOW
I_1258,TRITICUM VULGARE (WHEAT) GERM EXTRACT,706730,1,1,1,"Triticum Vulgare (Wheat) Germ Extract is an extract of the germ of the wheat, Triticumvulgare.",LOW,LOW,LOW,LOW
I_1259,HYDROGENATED OLIVE OIL,702935,1,1,1,Hydrogenated Olive Oil is an end-product of the controlled hydrogenation of Olea Europaea(Olive) Oil (q.v.).,LOW,LOW,LOW,LOW
I_1260,CITRUS AURANTIUM AMARA (BITTER ORANGE) FLOWER OIL,726551,4_6,4,6,,LOW,HIGH,LOW,MODERATE
I_1261,DIETHYLHEXYL CARBONATE,701966,1,1,1,,LOW,LOW,LOW,LOW
I_1262,EUGENIA CARYOPHYLLUS (CLOVE) LEAF OIL,701508,3_5,3,5,Eugenia Caryophyllus (Clove) Leaf Oil is a volatile oil obtained by steam distillation of leavesof Eugenia caryophyllus. It consists chiefly of eugenol.,LOW,HIGH,LOW,MODERATE
I_1263,HYDROXYPROPYLCELLULOSE,703083,1,1,1,Hydroxypropylcellulose is a propylene glycol ether of cellulose.,LOW,LOW,LOW,LOW
I_1264,GLYCERYL POLYACRYLATE,702652,1_3,1,3,Glyceryl Polyacrylate is an ester of Glycerin (q.v.) and Polyacrylic Acid (q.v.).,LOW,LOW,LOW,MODERATE
I_1265,QUATERNIUM-18 HECTORITE,705483,1,1,1,"This synthetic ingredient is composed of quaternium-18, a mixture of quaternary ammonium chloride salts made from fatty acids of tallow (rendered animal fat) and hectorite, a clay mineral.",LOW,LOW,LOW,LOW
I_1266,PEG-75 LANOLIN,721898,1_3,1,3,"This ingredient is a chemically-modified form of lanolin, a fat-like sebaceous secretion of sheep. Lanolin is listed in the PETA's Caring Consumer guide as an animal-sourced product.",LOW,LOW,LOW,LOW
I_1267,LAURETH-3,703421,1_3,1,3,Laureth-3 is a polyethylene glycol ether of Lauryl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_1268,NELUMBO NUCIFERA (SACRED LOTUS) EXTRACT,704104,1,1,1,"Nelumbium Speciosum Flower Extract is an extract of the flowers of the lotus, Nelumbiumspeciosum.",LOW,LOW,LOW,LOW
I_1269,POLYESTER,725894,1,1,1,,LOW,LOW,LOW,LOW
I_1270,ISOTRIDECYL ISONONANOATE,703246,1,1,1,Isotridecyl Isononanoate is an ester of Isotridecyl Alcohol (q.v.) and isononanoic acid.,LOW,LOW,LOW,LOW
I_1271,SPIRULINA MAXIMA (ALGAE) EXTRACT,706261,1,1,1,"Spirulina Maxima Extract is an extract of the fronds of the spirulina, Spirulina maxima.",LOW,LOW,LOW,LOW
I_1272,GOSSYPIUM HERBACEUM (COTTON) SEED OIL,719351,1,1,1,"Gossypium Herbaceum (Cotton) Seed Oil is a fixed oil expressed from the seeds of variousspecies of cotton, Gossypium.",LOW,LOW,LOW,LOW
I_1273,POLYACRYLIC ACID,704957,1_2,1,2,Polyacrylic Acid is a polymer of acrylic acid.,LOW,LOW,LOW,LOW
I_1274,ROSA MOSCHATA (MUSK ROSE) SEED OIL,723329,3,3,3,Rosa Moschata Seed Oil is an oil expressed from the seeds of Rosa moschataor Rosaeglanteria.,LOW,HIGH,LOW,LOW
I_1275,SAPONIFIED PALM OIL,705808,1,1,1,Saponified oil or fat is a lipid substance treated with sodium or patassium hydroxide to convert it into soap.,LOW,LOW,LOW,LOW
I_1276,ECHINACEA PURPUREA (PURPLE CONEFLOWER) EXTRACT,702219,1,1,1,"Echinacea Purpurea Extract is an extract of the coneflower, Echinacea purpurea.",LOW,LOW,LOW,LOW
I_1277,ACRYLATES/ BEHENETH-25 METHACRYLATE COPOLYMER,700131,1,1,1,"Acrylates/Beheneth-25 Methacrylate Copolymer is a copolymer of the ester of methacrylic acidand Beheneth-25 (q.v.) and one or more monomers of acrylic acid, methacrylic acid, or one of their simpleesters.",LOW,LOW,LOW,LOW
I_1278,GOLD (CI 77480),717857,2_6,2,6,CI 77480 is classed chemically as an inorganic color. It consists of metallic gold.,LOW,LOW,LOW,HIGH
I_1279,TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE,706713,1,1,1,,LOW,LOW,LOW,LOW
I_1280,BAMBUSA ARUNDINACEA (BAMBOO) STEM POWDER,700623,1,1,1,"Bambusa Arundinacea Stem Powder is a powder obtained from the dried, ground stems ofBambusa arundinacea.",LOW,LOW,LOW,LOW
I_1281,OLEA EUROPAEA (OLIVE) EXTRACT,704250,1,1,1,"Olea Europaea (Olive) Fruit Extract is an extract of the fruit of the olive, Olea europaea.",LOW,LOW,LOW,LOW
I_1282,POLYGLYCERYL-2 STEARATE,722467,1,1,1,Polyglyceryl-2 Stearate is an ester of stearic acid and Diglycerin (q.v.).,LOW,LOW,LOW,LOW
I_1283,BENZOTRIAZOLYL DODECYL P-CRESOL,700692,1,1,1,,LOW,LOW,LOW,LOW
I_1284,PEG-8 BEESWAX,704656,3,3,3,PEG-8 Beeswax is a polyethylene glycol derivative of Beeswax (q.v.) with an average of 8 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_1285,SODIUM METHYL OLEYL TAURATE,706124,1,1,1,Sodium Methyl Oleoyl Taurate is a sodium salt of the oleic acid amide of N-methyl taurine.,LOW,LOW,LOW,LOW
I_1286,WITHANIA SOMNIFERA ROOT EXTRACT,724868,1,1,1,Withania Somnifera Root Extract is an extract of the roots of Withania somnifera.,LOW,LOW,LOW,LOW
I_1287,CEREUS GRANDIFLORUS (CACTUS) FLOWER EXTRACT,701215,1,1,1,"Cereus Grandiflorus (Cactus) Flower Extract is an extract of the flowers of the cactus, Cereusgrandiflorus.",LOW,LOW,LOW,LOW
I_1288,PASSIFLORA INCARNATA (MAYPOPS) FRUIT EXTRACT,704471,1,1,1,"Passiflora Incarnata Fruit Extract is an extract of the fruit of the passionflower, Passifloraincarnata.",LOW,LOW,LOW,LOW
I_1289,HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN,703093,1,1,1,Hydroxypropyltrimonium Hydrolyzed Wheat Protein is a quaternary ammonium chlorideformed by the reaction of hydroxypropyl trimethylamine with Hydrolyzed Wheat Protein (q.v.).,LOW,LOW,LOW,LOW
I_1290,METHYL 2-OCTYNOATE,703885,3_4,3,4,,LOW,HIGH,LOW,MODERATE
I_1291,HYDROLYZED CORN PROTEIN,719674,1,1,1,"Hydrolyzed Corn Protein is hydrolysate of corn protein derived by acid, enzyme or othermethod of hydrolysis.",LOW,LOW,LOW,LOW
I_1292,PHYLLANTHUS EMBLICA (INDIAN GOOSEBERRY) FRUIT EXTRACT,704843,1,1,1,Phyllanthus Emblica Fruit Extract is an extract of the fruit of Phyllanthus emblica.,LOW,LOW,LOW,LOW
I_1293,DIATOMACEOUS EARTH,701922,1_2,1,2,Diatomaceous Earth is a mineral material consisting chiefly of the siliceous frustules andfragments of various species of diatoms.,LOW,LOW,LOW,LOW
I_1294,SHOREA ROBUSTA RESIN,723542,1,1,1,Shorea Robusta Resin is a resinous exudate from Shorea robusta.,LOW,LOW,LOW,LOW
I_1295,LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER WATER,703486,1,1,1,Lavandula Angustifolia (Lavender) Flower Water is an aqueous solution of the steam distillateobtained from the flowers of Lavandula angustifolia.,LOW,LOW,LOW,LOW
I_1296,HORDEUM VULGARE (BARLEY) EXTRACT,702879,1,1,1,"Hordeum Vulgare Extract is an extract of the cereal grass of the barley, Hordeum vulgare.",LOW,LOW,LOW,LOW
I_1297,ORCHIS MASCULA (EARLY-PURPLE ORCHID) FLOWER EXTRACT,704340,1,1,1,"Orchis Mascula Flower Extract is an extract of the flowers of the orchid, Orchis mascula.",LOW,LOW,LOW,LOW
I_1298,CHENOPODIUM QUINOA SEED EXTRACT,717671,1,1,1,Chenopodium Quinoa Seed Extract is an extract of the seeds of Chenopodium quinoa.,LOW,LOW,LOW,LOW
I_1299,ANISE ALCOHOL,700434,3_4,3,4,,LOW,HIGH,LOW,MODERATE
I_1300,AGAR,700195,1,1,1,"Agar is a dried, hydrophilic, colloidal polygalactoside derived from various Gelidium speciesor closely related red alga.",LOW,LOW,LOW,LOW
I_1301,AVENA SATIVA (OAT),700577,1,1,1,,LOW,LOW,LOW,LOW
I_1302,CETYL HYDROXYETHYLCELLULOSE,701271,1,1,1,Cetyl Hydroxyethylcellulose is an ether of Cetyl Alcohol (q.v.) and Hydroxyethylcellulose (q.v.).,LOW,LOW,LOW,LOW
I_1303,MAGNESIUM OXIDE,703703,1,1,1,Magnesium Oxide is an inorganic oxide.,LOW,LOW,LOW,LOW
I_1304,PALMITOYL PENTAPEPTIDE-4,725782,1,1,1,,LOW,LOW,LOW,LOW
I_1305,PEG-55 PROPYLENE GLYCOL OLEATE,704620,1_3,1,3,PEG-55 Propylene Glycol Oleate is a polyethylene glycol ether of propylene glycol oleate.,LOW,LOW,LOW,LOW
I_1306,ADIPIC ACID,700185,1,1,1,Adipic Acid is an organic dicarboxylic acid.,LOW,LOW,LOW,LOW
I_1307,APPLE CIDER VINEGAR,700464,1,1,1,"Vinegar is widely used in food and cleaning products. It is
also used to adjust pH (acidity) in cosmetics. Cooking vinegars contain
acetic acid (also called distilled white vinegar) and other natural
compounds. Vinegars are strong acids and can irritate the skin and damage
the lungs if used in excess in products.",LOW,LOW,LOW,LOW
I_1308,SUCROSE LAURATE,706372,1,1,1,Sucrose Laurate is a mixture of sucrose esters of lauric acid consisting primarily of themonoester.,LOW,LOW,LOW,LOW
I_1309,EUGENIA CARYOPHYLLUS (CLOVE) FLOWER OIL,701507,3_4,3,4,Eugenia Caryophyllus (Clove) Flower Oil is a volatile oil steam distilled from the dried flowerbuds of Eugenia caryophyllus. It consists chiefly of eugenol.,LOW,HIGH,LOW,MODERATE
I_1310,C14-22 ALCOHOLS,717255,1,1,1,C14-22 Alcohols is a mixture of synthetic fatty alcohols with 14 to 22 carbons in the alkylchain.,LOW,LOW,LOW,LOW
I_1311,LINUM USITATISSIMUM (FLAX) OIL,703582,1,1,1,,LOW,LOW,LOW,LOW
I_1312,PROPYLENE GLYCOL LAURATE,705328,1,1,1,Propylene Glycol Laurate is an ester of propylene glycol and lauric acid.,LOW,LOW,LOW,LOW
I_1313,ISOBUTYL ACETATE,703157,1,1,1,Isobutyl Acetate is an ester of isobutyl alcohol and acetic acid.,LOW,LOW,LOW,LOW
I_1314,LAURAMINE OXIDE,703407,1,1,1,Lauramine Oxide is a tertiary amine oxide.,LOW,LOW,LOW,LOW
I_1315,SOLANUM MELONGENA (EGGPLANT) FRUIT EXTRACT,723992,1,1,1,"Solanum Melongena (Eggplant) Fruit Extract is an extract of the fruit of the eggplant, Solanummelongena.",LOW,LOW,LOW,LOW
I_1316,GLYCOLIPIDS,702707,1,1,1,Glycolipids are mixed substances which contain carbohydrates covalently attached to a lipid.,LOW,LOW,LOW,LOW
I_1317,POLYGLYCERYL-10 STEARATE,722445,1,1,1,Polyglyceryl-10 Stearate is an ester of stearic acid and Polyglycerin-10 (q.v.).,LOW,LOW,LOW,LOW
I_1318,TRIHEPTANOIN,724646,1,1,1,Triheptanoin is a triester of glycerin and heptanoic acid.,LOW,LOW,LOW,LOW
I_1319,C20-40 PARETH-10,700923,1,1,1,C20-40 Pareth-10 is a polyethylene glycol ether of a mixture of synthetic C20-40 alcohols withan average of 10 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_1320,CITRUS GRANDIS (GRAPEFRUIT) PEEL EXTRACT,717932,4_7,4,7,"Citrus Grandis (Grapefruit) Peel Extract is an extract of the peel of the grapefruit, Citrusgrandis.",LOW,HIGH,LOW,HIGH
I_1321,DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,718535,1,1,1,Dimethicone/Polyglycerin-3 Crosspolymer is a polymer of Dimethicone (q.v.) crosslinkedwith diallyl polyglycerin-3.,LOW,LOW,LOW,LOW
I_1322,PEARL POWDER,704481,1,1,1,Pearl Powder is a dried powder obtained from freshwater pearls.,LOW,LOW,LOW,LOW
I_1323,ETHYL LINOLENATE,702303,1,1,1,Ethyl Linolenate is an ester of ethyl alcohol and linolenic acid.,LOW,LOW,LOW,LOW
I_1324,C12-20 ALKYL GLUCOSIDE,717236,2,2,2,C12-20 Alkyl Glucoside is a product obtained by the condensation of C12-20 alcohols withglucose.,LOW,LOW,LOW,LOW
I_1325,TRIACETIN,706604,1,1,1,Triacetin is a triester of glycerin and acetic acid.,LOW,LOW,LOW,LOW
I_1326,GANODERMA LUCIDUM (REISHI) STEM EXTRACT,702541,1,1,1,"Ganoderma Lucidum (Mushroom) Stem Extract is an extract of the caps and stalks of themushroom, Ganoderma lucidum.",LOW,LOW,LOW,LOW
I_1327,SODIUM MYRISTOYL SARCOSINATE,706139,1_2,1,2,Sodium Myristoyl Sarcosinate is a sodium salt of Myristoyl Sarcosine (q.v.).,LOW,LOW,LOW,LOW
I_1328,SALVIA HISPANICA SEED EXTRACT,723424,2,2,2,Salvia Hispanica Seed Extract is an extract of the seeds of Salvia hispanica.,LOW,MODERATE,LOW,LOW
I_1329,GLYCERYL POLYMETHACRYLATE,702653,1,1,1,Glyceryl Polymethacrylate is an ester of glycerin and polymethacrylic acid.,LOW,LOW,LOW,LOW
I_1330,OLEYL ERUCATE,704289,1,1,1,Oleyl Erucate is an ester of Oleyl Alcohol (q.v.) and erucic acid.,LOW,LOW,LOW,LOW
I_1331,SALICORNIA HERBACEA EXTRACT,723415,1,1,1,Salicornia Herbacea Extract is an extract of Salicornia herbacea.,LOW,LOW,LOW,LOW
I_1332,"TOLUENE-2,5-DIAMINE SULFATE",706579,8,8,8,"Toluene-2, 5-Diamine Sulfate is a substituted aromatic amine salt.",MODERATE,HIGH,LOW,HIGH
I_1333,MENTHONE GLYCERIN ACETAL,703860,1,1,1,,LOW,LOW,LOW,LOW
I_1334,PRUNUS DOMESTICA (PLUM) SEED OIL,705366,1,1,1,Prunus Domestica Seed Oil is a fixed oil expressed from the seeds of Prunus domestica.,LOW,LOW,LOW,LOW
